beta,angle_to_beta_1_deg,gradient_norm,normalized_ess,saturated_weight_share
0.1,22.985358227793437,0.032191686221932726,0.9996239540804899,0.0
0.3,16.816121371694663,0.09996352802897418,0.9966414861117169,0.0
1.0,0.0,0.3921319715378217,0.9663987664891395,0.0
3.0,19.436398124208214,1.6372819221530845,0.8344657645170769,0.03125
10.0,30.389459293356893,6.807055552077311,0.6199165745336102,0.3125
